index,Location,Area,Country,coords,latitude,longitude
2.0,Ocracoke Inlet,North Carolina,USA,"(35.0861054, -76.0333885)",35.0861054,35.0861054
13.0,Somewhere between Hatteras and Beaufort,North Carolina ,USA,"(34.7182174, -76.6638186)",34.7182174,34.7182174
18.0,"Gadsden Point, Tampa Bay",Florida,USA,"(27.8222481, -82.4731503)",27.8222481,27.8222481
68.0,"Mosquito Inlet (Ponce Inlet), Volusia County",Florida,USA,"(29.0963729, -80.9369983)",29.0963729,29.0963729
71.0,"LaJolla, San Diego County",California,USA,"(32.8328112, -117.2712717)",32.8328112,32.8328112
91.0,"Tampa Bay, Hillsborough County",Florida,USA,"(27.9483357, -82.4548264)",27.9483357,27.9483357
100.0,"Lost Tree Village, Palm Beach County",Florida,USA,"(26.8472144, -80.0531644)",26.8472144,26.8472144
135.0,Between Manhattan and The Bronx,New York ,USA,"(40.8447819, -73.8648268)",40.8447819,40.8447819
176.0,"Uo, Lahaina, Maui",Hawaii,USA,"(20.8783333, -156.6825)",20.8783333,20.8783333
190.0,“Southern Wharf”,South Carolina,USA,"(33.836081, -81.1637245)",33.836081,33.836081
191.0,"Magwoods Wharf, Charleston Harbor, Charleston County",South Carolina,USA,"(32.7956561, -79.7848422)",32.7956561,32.7956561
227.0,"San Francisco Bay (or San Leandro Bay), near cannery, Alameda County",California,USA,"(37.6016892, -121.7195459)",37.6016892,37.6016892
239.0,"Near Fernandina Bar, Nassau County ",Florida,USA,"(30.5927334, -81.8224362)",30.5927334,30.5927334
240.0,Off the Battery,South Carolina,USA,"(33.836081, -81.1637245)",33.836081,33.836081
288.0,"Stono Inlet, near Charleston, Charleston County",South Carolina,USA,"(32.6304143, -79.9954946)",32.6304143,32.6304143
295.0,Mahattan,New York,USA,"(40.7830603, -73.9712488)",40.7830603,40.7830603
300.0,"Greenport Sound, Long Island",New York,USA,"(40.8521095, -72.9490754)",40.8521095,40.8521095
320.0,"Smithville (now Southport), Brunswick County",North Carolina,USA,"(33.921563, -78.02026769999999)",33.921563,33.921563
332.0,Kawahae,Hawaii,USA,"(20.0352881, -155.8281882)",20.0352881,20.0352881
385.0,River mouth,Mississippi,USA,"(30.1696414, -89.6506126)",30.1696414,30.1696414
395.0,"Hutchinson Island, Martin County",Florida,USA,"(27.3545667, -80.2488596)",27.3545667,27.3545667
418.0,"In the bay near the naval yard at Pensacola, Escambia County",Florida,USA,"(30.42130899999999, -87.2169149)",30.42130899999999,30.42130899999999
429.0,"Bull’s Bay, near Charleston",South Carolina,USA,"(32.9420537, -79.5996716)",32.9420537,32.9420537
447.0,Kau District,Hawaii,USA,"(19.8967662, -155.5827818)",19.8967662,19.8967662
448.0,Kau District,Hawaii,USA,"(19.8967662, -155.5827818)",19.8967662,19.8967662
449.0,Kau District,Hawaii,USA,"(19.8967662, -155.5827818)",19.8967662,19.8967662
463.0,"Hamakua Homakua, Hawai'i",Hawaii,USA,"(19.5429151, -155.6658568)",19.5429151,19.5429151
465.0,"Shrewsbury River, Highlands, Monmouth County",New Jersey,USA,"(40.364998, -74.0343379)",40.364998,40.364998
466.0,"Sandy Hook Bay, Highlands, Monmouth County",New Jersey,USA,"(40.4364582, -74.0417628)",40.4364582,40.4364582
467.0,"Shrewsbury River, Highlands, Monmouth County", New Jersey,USA,"(40.364998, -74.0343379)",40.364998,40.364998
476.0,"Between Lake Worth & Biscayne Bay, near Hillsboro",Florida,USA,"(27.6648274, -81.5157535)",27.6648274,27.6648274
497.0,West Bay near Galveston ,Texas,USA,"(29.1397435, -95.05660689999999)",29.1397435,29.1397435
512.0,"Off Normandie-by-the-Sea, Monmouth County",New Jersey,USA,"(40.2589455, -74.12399599999999)",40.2589455,40.2589455
519.0,"Off Longport, Atlantic County",New Jersey,USA,"(39.3120239, -74.5275589)",39.3120239,39.3120239
554.0,"Woolsey's Point, East River",New York,USA,"(40.8048011, -73.8124984)",40.8048011,40.8048011
560.0,"North Beach, St. Augustine",Florida,USA,"(27.7786048, -80.40818929999999)",27.7786048,27.7786048
574.0,"Near the mouth of the Cape Fear River, Brunswick County",North Carolina,USA,"(34.3479999, -78.0594874)",34.3479999,34.3479999
593.0,30 miles south of Lynn,Massachusetts,USA,"(42.4882381, -70.88764549999999)",42.4882381,42.4882381
603.0,"a creek near Jacksonville, Duval County",Florida,USA,"(30.454032, -81.5994296)",30.454032,30.454032
619.0,Off Kohala,Hawaii,USA,"(20.0859161, -155.7171332)",20.0859161,20.0859161
621.0,Near a small wreck in a channel at Indian Key,Florida,USA,"(28.4549993, -82.6856571)",28.4549993,28.4549993
633.0,"Trout River, Panama Park",Florida,USA,"(30.3910318, -81.6454586)",30.3910318,30.3910318
640.0,"Inter-Island Dry Dock at Kakaako Street, Honolulu, O'ahu",Hawaii,USA,"(21.4389123, -158.0000565)",21.4389123,21.4389123
651.0,Indian River Inlet / Fort Pierce Inlet,Florida,USA,"(27.6648274, -81.5157535)",27.6648274,27.6648274
671.0,"Near Port Lavaca, Calhoun County",Texas,USA,"(28.654051, -96.68131299999999)",28.654051,28.654051
674.0,"Koko Head, south side of O'ahu Island",Hawaii,USA,"(21.4389123, -158.0000565)",21.4389123,21.4389123
684.0,"Off Diamond Head, Honolulu, O'ahu",Hawaii,USA,"(21.2573, -157.8155)",21.2573,21.2573
706.0,"Davis Shore, east of Beaufor, Carteret Countyt",North Carolina,USA,"(34.715813, -76.6263879)",34.715813,34.715813
734.0,"Pepe'ekeo, Honomu, Hawai'i",Hawaii,USA,"(19.8733333, -155.1175)",19.8733333,19.8733333
740.0,"Garden Key, Charlotte County",Florida,USA,"(26.894038, -82.19534600000001)",26.894038,26.894038
743.0,Small creek near Coles Island,South Carolina,USA,"(33.836081, -81.1637245)",33.836081,33.836081
746.0,Lower Delaware Bay,New Jersey,USA,"(39.029509, -74.933741)",39.029509,39.029509
751.0," Kalepolepo, Kihei, Maui",Hawaii,USA,"(20.7669444, -156.4625)",20.7669444,20.7669444
788.0,"16 miles north of Fort Pierce Inlet, Indian River County ",Florida,USA,"(27.6947732, -80.54384499999999)",27.6947732,27.6947732
796.0,"Off Fort Gaines, Dauphin Island",Alabama,USA,"(30.2542565, -88.1124155)",30.2542565,30.2542565
812.0,Delaware Lightship,Delaware,USA,"(38.77287219999999, -75.1589609)",38.77287219999999,38.77287219999999
815.0,Galveston Ship Channel,Texas,USA,"(29.7013917, -95.0091855)",29.7013917,29.7013917
886.0,"Matawan Creek, 10 miles from the sea",New Jersey,USA,"(40.0583238, -74.4056612)",40.0583238,40.0583238
887.0,"Matawan Creek, 10 miles from the sea",New Jersey,USA,"(40.0583238, -74.4056612)",40.0583238,40.0583238
888.0,"In Matawan Creek, off NJ Clay Company brickyards at Cliffwood, Monmouth County, 9.5 miles from the sea",New Jersey,USA,"(40.0583238, -74.4056612)",40.0583238,40.0583238
891.0,"Atlantic, near New Bern, Craven County",North Carolina,USA,"(35.0952112, -77.0839683)",35.0952112,35.0952112
893.0,"Sewell’s Point, near Palm Beach",Florida,USA,"(26.7056206, -80.0364297)",26.7056206,26.7056206
916.0,Papaikou plantation ,Hawaii,USA,"(19.7878627, -155.1098396)",19.7878627,19.7878627
917.0,"Near Panama City, Bay County",Florida,USA,"(30.1588129, -85.6602058)",30.1588129,30.1588129
923.0,"Florida Keys 25ºN,82ºW",Florida,USA,"(27.6648274, -81.5157535)",27.6648274,27.6648274
924.0,"James Island Sound, Charleston",South Carolina,USA,"(32.7283943, -79.93274509999999)",32.7283943,32.7283943
925.0,Gadsden Point Tampa Bay,Florida,USA,"(27.8222481, -82.4731503)",27.8222481,27.8222481
940.0,"Woodcliff Channel, Freeport, Long Island",New York,USA,"(40.6576022, -73.58318349999999)",40.6576022,40.6576022
967.0,"Municipal Pier, St. Petersburg, Tampa bay",Florida,USA,"(27.7495159, -82.5834947)",27.7495159,27.7495159
971.0,"Keawanui, Kamalo, Moloka'i",Hawaii,USA,"(21.1443935, -157.0226297)",21.1443935,21.1443935
974.0,Ocean City (offshore),New Jersey,USA,"(40.0583238, -74.4056612)",40.0583238,40.0583238
977.0,Ocean City (offshore),New Jersey,USA,"(40.0583238, -74.4056612)",40.0583238,40.0583238
1011.0,"Folly Island, near Charleston",South Carolina,USA,"(32.6656417, -79.9206694)",32.6656417,32.6656417
1025.0,"Folly Island, near Charleston",South Carolina,USA,"(32.6656417, -79.9206694)",32.6656417,32.6656417
1038.0,"Hilo Bay Yacht Club, Hilo, Hawai'i",Hawaii,USA,"(19.7297222, -155.09)",19.7297222,19.7297222
1042.0,"San Francisco Bay (or San Leandro Bay), near cannery, Alameda County",California,USA,"(37.6016892, -121.7195459)",37.6016892,37.6016892
1043.0,20 miles off Seabright,New Jersey,USA,"(40.0583238, -74.4056612)",40.0583238,40.0583238
1055.0,Catalina Channel,California,USA,"(34.1887263, -119.2071878)",34.1887263,34.1887263
1090.0,Off shore,New Jersey,USA,"(40.83238, -74.516831)",40.83238,40.83238
1099.0,Indian River area,Florida,USA,"(28.4871212, -82.4993078)",28.4871212,28.4871212
1112.0,"Sea Spray, Palm Beach",Florida,USA,"(26.7077495, -80.03656749999999)",26.7077495,26.7077495
1142.0,70 miles off Tarpon Springs,Florida,USA,"(28.188032, -82.7317862)",28.188032,28.188032
1149.0,"Palm Beach Inlet, Palm Beach County",Florida,USA,"(26.770726, -80.039254)",26.770726,26.770726
1175.0,Sandy Hook (ocean side),New Jersey,USA,"(40.0583238, -74.4056612)",40.0583238,40.0583238
1179.0,1 mile ESE of Navesink,New Jersey,USA,"(40.4017598, -74.03681170000002)",40.4017598,40.4017598
1183.0,"Municipal Beach, West Palm Beach, Palm Beach County",Florida,USA,"(26.6995753, -80.0330578)",26.6995753,26.6995753
1184.0,"Municipal Beach, West Palm Beach, Palm Beach County",Florida,USA,"(26.6995753, -80.0330578)",26.6995753,26.6995753
1193.0,"1 mile off Mala Wharf, Lahaina, Maui",Hawaii,USA,"(20.8783333, -156.6825)",20.8783333,20.8783333
1199.0,Off Ocean City,New Jersey,USA,"(39.27272800000001, -74.585582)",39.27272800000001,39.27272800000001
1200.0,10 miles offshore from Sea Isle City,New Jersey,USA,"(39.1534477, -74.6929387)",39.1534477,39.1534477
1205.0,"Offshore, between Mantoloking & Point Pleasant, Ocean County",New Jersey,USA,"(40.0831714, -74.0681931)",40.0831714,40.0831714
1225.0,"Folly Island, near Charleston",South Carolina,USA,"(32.6656417, -79.9206694)",32.6656417,32.6656417
1226.0,North end of Morris Island at mouth of Charleston Harbor,South Carolina,USA,"(33.836081, -81.1637245)",33.836081,33.836081
1230.0,"Pawley’s Island, north of Charleston",South Carolina,USA,"(32.7764749, -79.93105120000001)",32.7764749,32.7764749
1280.0,50 miles offshore,New Jersey,USA,"(40.0583238, -74.4056612)",40.0583238,40.0583238
1283.0,Santa Barbara Channel,California,USA,"(34.241944, -119.89)",34.241944,34.241944
1284.0,Santa Barbara Channel,California,USA,"(34.241944, -119.89)",34.241944,34.241944
1289.0,"Brown’s Inlet on New River, Onslow Beach",North Carolina,USA,"(34.570442, -77.2685663)",34.570442,34.570442
1309.0,Long Branch (offshore),New Jersey,USA,"(40.0583238, -74.4056612)",40.0583238,40.0583238
1310.0,"Hollywood Beach, just above Mattapoisett Harbor, Buzzards Bay",Massachusetts,USA,"(41.7453829, -70.618087)",41.7453829,41.7453829
1311.0,"Pamlico Sound off Frisco, Dare County",North Carolina,USA,"(35.2298559, -75.63248759999999)",35.2298559,35.2298559
1350.0,Off Cape Hatteraa,North Carolina,USA,"(35.9091533, -75.59728740000001)",35.9091533,35.9091533
1353.0,On one of the sounds near Wilmington,North Carolina,USA,"(34.2257255, -77.9447102)",34.2257255,34.2257255
1369.0,Near Encino,California,USA,"(34.1517492, -118.5214282)",34.1517492,34.1517492
1383.0,"West Bay, 19 miles from Galveston",Texas,USA,"(29.3013479, -94.7976958)",29.3013479,29.3013479
1386.0,Off San Pedro,California,USA,"(33.7362675, -118.2806844)",33.7362675,33.7362675
1388.0,"Kane'ohe Bay, Mokapu, O'ahu",Hawaii,USA,"(21.4222, -157.7486)",21.4222,21.4222
1435.0,15 miles south of Jones Inlet,New York,USA,"(43.7545099, -74.79294879999999)",43.7545099,43.7545099
1436.0,"Nankuli, O'ahu",Hawaii,USA,"(21.4389123, -158.0000565)",21.4389123,21.4389123
1437.0,Brielle (Offshore),New Jersey,USA,"(40.0583238, -74.4056612)",40.0583238,40.0583238
1438.0,Sullivan's Island at entrance to Charleston Harbor,South Carolina,USA,"(33.836081, -81.1637245)",33.836081,33.836081
1488.0,"Midway, Northwestern Hawaiian Islands",Hawaii,USA,"(28.4166643, -178.333395)",28.4166643,28.4166643
1489.0,"Midway Island, Northwestern Hawaiian Islands",Hawaii,USA,"(28.4166643, -178.333395)",28.4166643,28.4166643
1490.0,"Midway Island, Northwestern Hawaiian Islands",Hawaii,USA,"(28.4166643, -178.333395)",28.4166643,28.4166643
1499.0,"3 miles from shore off McGregor Point, Maui",Hawaii,USA,"(20.7983626, -156.3319253)",20.7983626,20.7983626
1508.0,"40 miles off Islamorada, near Cay Sal",Florida,USA,"(27.6648274, -81.5157535)",27.6648274,27.6648274
1511.0,Victim was on said to be on tanker that collided off Florida coast on 10-20-1943,Florida,USA,"(27.6648274, -81.5157535)",27.6648274,27.6648274
1545.0,3 miles north of the inlet at Palm Beach,Florida,USA,"(26.7056206, -80.0364297)",26.7056206,26.7056206
1553.0,"Ocracoke Inlet, Carteret County",North Carolina,USA,"(35.0861054, -76.0333885)",35.0861054,35.0861054
1602.0,"Off Waianae, O'ahu",Hawaii,USA,"(21.4389123, -158.0000565)",21.4389123,21.4389123
1607.0,In a canal 10 miles north of St Augustine,Florida,USA,"(29.9012437, -81.31243409999999)",29.9012437,29.9012437
1625.0,"Gulf of Mexico between Brownsville & Carmen, Mexico",Texas,USA,"(31.9685988, -99.9018131)",31.9685988,31.9685988
1638.0,"Off Makapauu Point, O'ahu",Hawaii,USA,"(21.4389123, -158.0000565)",21.4389123,21.4389123
1639.0,"Off Makapauu Point, O'ahu",Hawaii,USA,"(21.4389123, -158.0000565)",21.4389123,21.4389123
1666.0,10 miles off Redondo Beach,California,USA,"(33.8491816, -118.3884078)",33.8491816,33.8491816
1667.0,"Oketee River, Jasper County",South Carolina,USA,"(32.491436, -81.0754657)",32.491436,32.491436
1701.0,275 miles northeast of Miami,Florida,USA,"(25.7497583, -80.26022139999999)",25.7497583,25.7497583
1702.0,"Beach 103rd Street, Rockaway ",New York,USA,"(40.6072485, -73.8163883)",40.6072485,40.6072485
1703.0,"Rock Harbor, Key Largo",Florida,USA,"(25.0767934, -80.4603363)",25.0767934,25.0767934
1705.0,Near Port Arthur,Texas,USA,"(29.8849504, -93.93994699999999)",29.8849504,29.8849504
1730.0,"Kapehu Beach, Laupahoehoe, Hawai'i",Hawaii,USA,"(19.9869444, -155.235)",19.9869444,19.9869444
1762.0,Off Santa Monica,California,USA,"(34.073746, -118.468529)",34.073746,34.073746
1766.0,"Between Ala Moana Channel & Kewalo Basin, O'ahu",Hawaii,USA,"(21.4389123, -158.0000565)",21.4389123,21.4389123
1771.0,"Maile Beach, O'ahu",Hawaii,USA,"(21.4389123, -158.0000565)",21.4389123,21.4389123
1772.0,"Pacific Grove, Monterey Bay",California,USA,"(36.618264, -121.9017919)",36.618264,36.618264
1794.0,Kaula Rock near Niihau ,Hawaii,USA,"(21.8921433, -160.1574878)",21.8921433,21.8921433
1799.0,"Maile Beach, O'ahu",Hawaii,USA,"(21.4389123, -158.0000565)",21.4389123,21.4389123
1802.0,"Waiau, Pearl Harbor, O'ahu",Hawaii,USA,"(21.3893, -157.9595)",21.3893,21.3893
1804.0,200 miles east of Savannah,Georgia,USA,"(31.91616669999999, -81.0788331)",31.91616669999999,31.91616669999999
1843.0,150 miles off Cape Henry,Virginia,USA,"(36.9315359, -76.01993139999999)",36.9315359,36.9315359
1852.0,Chicago (Lake Michigan),Illinois,USA,"(43.4501005, -87.22201869999999)",43.4501005,43.4501005
1875.0,Occupasstuxet  (Patuxent) Cove,Rhode Island,USA,"(41.5800945, -71.4774291)",41.5800945,41.5800945
1882.0,"Zuma Beach, Santa Monica",California,USA,"(33.9952115, -118.4766449)",33.9952115,33.9952115
1892.0,½ mile offshore & 9 miles north of Fort Pierce,Florida,USA,"(27.4467056, -80.3256056)",27.4467056,27.4467056
1897.0,"Virginia Beach, Princess Anne County",Virginia,USA,"(36.840716, -76.038781)",36.840716,36.840716
1898.0,"Virginia Beach, Princess Anne County",Virginia,USA,"(36.840716, -76.038781)",36.840716,36.840716
1920.0,"Van Ness Municipal Pier, San Francisco",California,USA,"(37.81053, -122.412801)",37.81053,37.81053
1959.0,"South Beach, Fort Pierce",Florida,USA,"(27.5488879, -80.33919809999999)",27.5488879,27.5488879
1966.0,"Atascadero Beach, Morro Bay, San Luis Obispo County",California,USA,"(35.3659445, -120.8499924)",35.3659445,35.3659445
1967.0,"8 miles off St. Marks, Wakulla County",Florida,USA,"(30.1610379, -84.2062825)",30.1610379,30.1610379
1972.0,"Salter Path, Atlantic Beach, Carteret County",North Carolina,USA,"(34.6923419, -76.8449713)",34.6923419,34.6923419
1974.0,"Miami Seaquarium, Virginia Key, Miami",Florida,USA,"(25.735003, -80.16410499999999)",25.735003,25.735003
2005.0,1 mile off Miami Beach,Florida,USA,"(25.7698959, -80.1352587)",25.7698959,25.7698959
2009.0,"Turtle Beach, Siesta Key, near Sarasota",Florida,USA,"(27.218954, -82.514972)",27.218954,27.218954
2020.0,"9 miles north of Turtle Beach, Siesta Key",Florida,USA,"(27.2669722, -82.54634399999999)",27.2669722,27.2669722
2035.0,"Near Twin Islands off Lanikai, O'ahu (east coast)",Hawaii,USA,"(19.8967662, -155.5827818)",19.8967662,19.8967662
2061.0,Vaca Cut Channel & bridge under Marathon,Florida,USA,"(24.750118, -80.9876792)",24.750118,24.750118
2064.0,"Hilo, off Kaua'i",Hawaii,USA,"(21.9661076, -159.5737912)",21.9661076,21.9661076
2080.0,Off La Jolla Cove,California,USA,"(33.2331651, -117.3041816)",33.2331651,33.2331651
2083.0,"Alligator Head, La Jolla, San Diego County",California,USA,"(32.8328112, -117.2712717)",32.8328112,32.8328112
2084.0,In kelp beds off La Jolla,California,USA,"(32.8328112, -117.2712717)",32.8328112,32.8328112
2086.0,"Savannah Beach, Savannah",Georgia,USA,"(32.0221579, -80.8588261)",32.0221579,32.0221579
2088.0,"LaJolla, San Diego County",California,USA,"(32.8328112, -117.2712717)",32.8328112,32.8328112
2098.0,"Oak Beach, Fire Inlet",New York,USA,"(40.6305628, -73.26265149999999)",40.6305628,40.6305628
2099.0,Between False Klamath & mouth of Klamath River,California,USA,"(41.8612461, -122.825589)",41.8612461,41.8612461
2100.0,"Albergotti Creek, near Air Station boat docks, Beaufort",South Carolina,USA,"(32.4315813, -80.6698286)",32.4315813,32.4315813
2101.0,Off Port Everglades,Florida,USA,"(26.0937112, -80.12466429999999)",26.0937112,26.0937112
2111.0,"Near Paradise Cove, Malibu, Los Angeles County",California,USA,"(34.0188433, -118.7861131)",34.0188433,34.0188433
2114.0,120 miles southeast of New Orleans,In Gulf of Mexico off Louisiana,USA,"(30.9842977, -91.96233269999999)",30.9842977,30.9842977
2149.0,"Between Keawakapu & Makena, Maui",Hawaii,USA,"(20.65884, -156.437698)",20.65884,20.65884
2153.0,"Off Boca Raton Hotel & Club, Boca Raton",Florida,USA,"(26.3683064, -80.1289321)",26.3683064,26.3683064
2168.0,"Lignum Vitae Channel, Florida Keys",Florida,USA,"(24.5557359, -81.7826537)",24.5557359,24.5557359
2172.0,"North picnic area, Jekyll Island, Glynn County",Georgia,USA,"(31.0319318, -81.4168936)",31.0319318,31.0319318
2174.0,10 miles off Santa Barbara,California,USA,"(34.8950268, -120.4303049)",34.8950268,34.8950268
2175.0,2 miles east of Dania Beach,Florida,USA,"(26.0850513, -80.17728199999999)",26.0850513,26.0850513
2178.0,"Little River Beach, Horry County",South Carolina,USA,"(33.891341, -78.566541)",33.891341,33.891341
2186.0,Key Largo Sound,Florida,USA,"(25.1339975, -80.3909164)",25.1339975,25.1339975
2191.0,"Off Eames Monument, Bridgeport",Connecticut,USA,"(41.1865478, -73.19517669999999)",41.1865478,41.1865478
2192.0,30 miles east of Corpus Christi,Texas,USA,"(27.6556838, -97.3083479)",27.6556838,27.6556838
2207.0,"Off Point Mugu, Ventura County",California,USA,"(34.08556240000001, -119.060935)",34.08556240000001,34.08556240000001
2213.0,"Hutchinson Island Beach, Martin County",Florida,USA,"(27.0804935, -80.4103957)",27.0804935,27.0804935
2235.0,"Topanga Canyon Beach, Santa Monica Bay",California,USA,"(33.938889, -118.504167)",33.938889,33.938889
